case_name,reward_map,requested_detour_budget,trials,waypoint_count,successful_trials,failure_trials,success_rate,reward_per_distance_mean_successful,reward_per_distance_std_successful,total_reward_mean_successful,total_reward_std_successful,total_distance_mean_all,total_distance_std_all,total_distance_mean_successful,total_distance_std_successful,visited_waypoints_mean_all,visited_waypoints_std_all,completion_rate_mean_all,completion_rate_std_all,runtime_seconds_mean,runtime_seconds_std
circle,1,15,1,5,1,0,1.000000,0.583324,0.000000,68.248864,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,14.573707,0.000000
circle,2,15,1,5,1,0,1.000000,0.791909,0.000000,92.653402,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,17.460091,0.000000
circle,3,15,1,5,1,0,1.000000,0.693266,0.000000,81.112087,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,15.211092,0.000000
circle,4,15,1,5,1,0,1.000000,0.515073,0.000000,60.263553,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,15.829120,0.000000
circle,5,15,1,5,1,0,1.000000,0.728201,0.000000,85.199542,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,16.308660,0.000000
circle,6,15,1,5,1,0,1.000000,0.531597,0.000000,62.196905,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,15.274270,0.000000
circle,7,15,1,5,1,0,1.000000,0.834267,0.000000,97.609238,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,15.371175,0.000000
circle,8,15,1,5,1,0,1.000000,0.604968,0.000000,70.781301,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,16.389416,0.000000
circle,9,15,1,5,1,0,1.000000,0.551323,0.000000,64.504781,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,16.505754,0.000000
circle,10,15,1,5,1,0,1.000000,0.553015,0.000000,64.702797,0.000000,117.000000,0.000000,117.000000,0.000000,5.000000,0.000000,1.000000,0.000000,15.510102,0.000000
