case_name,reward_map,requested_detour_budget,trials,waypoint_count,successful_trials,failure_trials,success_rate,reward_per_distance_mean_successful,reward_per_distance_std_successful,total_reward_mean_successful,total_reward_std_successful,total_distance_mean_all,total_distance_std_all,total_distance_mean_successful,total_distance_std_successful,visited_waypoints_mean_all,visited_waypoints_std_all,completion_rate_mean_all,completion_rate_std_all,runtime_seconds_mean,runtime_seconds_std
circle,1,10,1,5,1,0,1.000000,0.568027,0.000000,52.258521,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,12.094588,0.000000
circle,2,10,1,5,1,0,1.000000,0.761860,0.000000,70.091086,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,14.015956,0.000000
circle,3,10,1,5,1,0,1.000000,0.699621,0.000000,64.365088,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,12.632936,0.000000
circle,4,10,1,5,1,0,1.000000,0.504034,0.000000,46.371091,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,12.985703,0.000000
circle,5,10,1,5,1,0,1.000000,0.695030,0.000000,63.942790,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,13.776285,0.000000
circle,6,10,1,5,1,0,1.000000,0.543310,0.000000,49.984553,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,12.280066,0.000000
circle,7,10,1,5,1,0,1.000000,0.824152,0.000000,75.821940,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,12.607987,0.000000
circle,8,10,1,5,1,0,1.000000,0.596307,0.000000,54.860238,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,13.258813,0.000000
circle,9,10,1,5,1,0,1.000000,0.575055,0.000000,52.905046,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,12.843385,0.000000
circle,10,10,1,5,1,0,1.000000,0.542095,0.000000,49.872707,0.000000,92.000000,0.000000,92.000000,0.000000,5.000000,0.000000,1.000000,0.000000,11.990546,0.000000
