case_name,reward_map,requested_detour_budget,trials,waypoint_count,successful_trials,failure_trials,success_rate,reward_per_distance_mean_successful,reward_per_distance_std_successful,total_reward_mean_successful,total_reward_std_successful,total_distance_mean_all,total_distance_std_all,total_distance_mean_successful,total_distance_std_successful,visited_waypoints_mean_all,visited_waypoints_std_all,completion_rate_mean_all,completion_rate_std_all,runtime_seconds_mean,runtime_seconds_std
center_block,1,10,1,2,1,0,1.000000,0.519809,0.000000,20.792369,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.199881,0.000000
center_block,2,10,1,2,1,0,1.000000,0.810903,0.000000,32.436133,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.220491,0.000000
center_block,3,10,1,2,1,0,1.000000,0.685306,0.000000,27.412237,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.183399,0.000000
center_block,4,10,1,2,1,0,1.000000,0.507433,0.000000,20.297325,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.252339,0.000000
center_block,5,10,1,2,1,0,1.000000,0.817156,0.000000,32.686235,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.700464,0.000000
center_block,6,10,1,2,1,0,1.000000,0.504008,0.000000,20.160327,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.344310,0.000000
center_block,7,10,1,2,1,0,1.000000,0.882166,0.000000,35.286655,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.253801,0.000000
center_block,8,10,1,2,1,0,1.000000,0.568576,0.000000,22.743036,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.187019,0.000000
center_block,9,10,1,2,1,0,1.000000,0.683823,0.000000,27.352919,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.230228,0.000000
center_block,10,10,1,2,1,0,1.000000,0.524873,0.000000,20.994920,0.000000,40.000000,0.000000,40.000000,0.000000,2.000000,0.000000,1.000000,0.000000,2.273489,0.000000
