case_name,reward_map,requested_detour_budget,trials,waypoint_count,successful_trials,failure_trials,success_rate,reward_per_distance_mean_successful,reward_per_distance_std_successful,total_reward_mean_successful,total_reward_std_successful,total_distance_mean_all,total_distance_std_all,total_distance_mean_successful,total_distance_std_successful,visited_waypoints_mean_all,visited_waypoints_std_all,completion_rate_mean_all,completion_rate_std_all,runtime_seconds_mean,runtime_seconds_std
baseline,1,15,1,2,1,0,1.000000,0.556088,0.000000,27.804380,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.684560,0.000000
baseline,2,15,1,2,1,0,1.000000,0.857493,0.000000,42.874642,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.534659,0.000000
baseline,3,15,1,2,1,0,1.000000,0.704760,0.000000,35.238013,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.568783,0.000000
baseline,4,15,1,2,1,0,1.000000,0.530810,0.000000,26.540483,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.443306,0.000000
baseline,5,15,1,2,1,0,1.000000,0.767785,0.000000,38.389231,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.462243,0.000000
baseline,6,15,1,2,1,0,1.000000,0.495727,0.000000,24.786355,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,4.035128,0.000000
baseline,7,15,1,2,1,0,1.000000,0.879844,0.000000,43.992198,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.424469,0.000000
baseline,8,15,1,2,1,0,1.000000,0.659100,0.000000,32.954993,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.399828,0.000000
baseline,9,15,1,2,1,0,1.000000,0.778488,0.000000,38.924389,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.490489,0.000000
baseline,10,15,1,2,1,0,1.000000,0.545756,0.000000,27.287793,0.000000,50.000000,0.000000,50.000000,0.000000,2.000000,0.000000,1.000000,0.000000,3.412066,0.000000
