case_name,reward_map,requested_detour_budget,trials,waypoint_count,successful_trials,failure_trials,success_rate,reward_per_distance_mean_successful,reward_per_distance_std_successful,total_reward_mean_successful,total_reward_std_successful,total_distance_mean_all,total_distance_std_all,total_distance_mean_successful,total_distance_std_successful,visited_waypoints_mean_all,visited_waypoints_std_all,completion_rate_mean_all,completion_rate_std_all,runtime_seconds_mean,runtime_seconds_std
baseline,1,20,1,2,1,0,1.000000,0.599930,0.000000,35.995807,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,5.143673,0.000000
baseline,2,20,1,2,1,0,1.000000,0.864496,0.000000,51.869781,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,4.844409,0.000000
baseline,3,20,1,2,1,0,1.000000,0.723964,0.000000,43.437842,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,4.947853,0.000000
baseline,4,20,1,2,1,0,1.000000,0.561561,0.000000,33.693647,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,5.019934,0.000000
baseline,5,20,1,2,1,0,1.000000,0.787295,0.000000,47.237675,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,5.992678,0.000000
baseline,6,20,1,2,1,0,1.000000,0.497204,0.000000,29.832237,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,5.000993,0.000000
baseline,7,20,1,2,1,0,1.000000,0.862913,0.000000,51.774762,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,4.825382,0.000000
baseline,8,20,1,2,1,0,1.000000,0.717087,0.000000,43.025210,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,4.910321,0.000000
baseline,9,20,1,2,1,0,1.000000,0.723998,0.000000,43.439887,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,4.848953,0.000000
baseline,10,20,1,2,1,0,1.000000,0.588116,0.000000,35.286980,0.000000,60.000000,0.000000,60.000000,0.000000,2.000000,0.000000,1.000000,0.000000,5.363252,0.000000
