case_name,reward_map,requested_detour_budget,trials,waypoint_count,successful_trials,failure_trials,success_rate,reward_per_distance_mean_successful,reward_per_distance_std_successful,total_reward_mean_successful,total_reward_std_successful,total_distance_mean_all,total_distance_std_all,total_distance_mean_successful,total_distance_std_successful,visited_waypoints_mean_all,visited_waypoints_std_all,completion_rate_mean_all,completion_rate_std_all,runtime_seconds_mean,runtime_seconds_std
corridor_sweep,1,10,1,4,1,0,1.000000,0.532047,0.000000,50.544475,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.237792,0.000000
corridor_sweep,2,10,1,4,1,0,1.000000,0.835559,0.000000,79.378110,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.318645,0.000000
corridor_sweep,3,10,1,4,1,0,1.000000,0.703581,0.000000,66.840180,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.284645,0.000000
corridor_sweep,4,10,1,4,1,0,1.000000,0.579801,0.000000,55.081087,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.353561,0.000000
corridor_sweep,5,10,1,4,1,0,1.000000,0.722069,0.000000,68.596560,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.241669,0.000000
corridor_sweep,6,10,1,4,1,0,1.000000,0.554897,0.000000,52.715241,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,7.094456,0.000000
corridor_sweep,7,10,1,4,1,0,1.000000,0.826577,0.000000,78.524837,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.378390,0.000000
corridor_sweep,8,10,1,4,1,0,1.000000,0.592706,0.000000,56.307075,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.223468,0.000000
corridor_sweep,9,10,1,4,1,0,1.000000,0.654906,0.000000,62.216098,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.602382,0.000000
corridor_sweep,10,10,1,4,1,0,1.000000,0.587767,0.000000,55.837822,0.000000,95.000000,0.000000,95.000000,0.000000,4.000000,0.000000,1.000000,0.000000,6.894018,0.000000
